year,title,score,passing,director,writer,producer,overall
2007.0,Ten Inch Hero,3.0,1.0,0.0,0.0,0,0.0
2007.0,Then She Found Me,3.0,1.0,1.0,1.0,1,3.0
2007.0,There Will Be Blood,0.0,0.0,0.0,0.0,1,1.0
2007.0,Timecrimes,0.0,0.0,0.0,0.0,0,0.0
2007.0,TMNT,1.0,0.0,0.0,0.0,0,0.0
2007.0,Towelhead,3.0,1.0,0.0,0.0,0,0.0
2007.0,The Tracey Fragments,3.0,1.0,0.0,1.0,0,1.0
2007.0,Transformers,3.0,1.0,0.0,0.0,0,0.0
2007.0,Transmorphers,3.0,1.0,0.0,0.0,0,0.0
2007.0,Trick 'r Treat,3.0,1.0,0.0,0.0,0,0.0
2007.0,Tricks,3.0,1.0,0.0,0.0,0,0.0
2007.0,Tropa de Elite,3.0,1.0,0.0,0.0,0,0.0
2007.0,Vacancy,0.0,0.0,0.0,0.0,0,0.0
2007.0,Vexille,3.0,1.0,0.0,0.0,0,0.0
2007.0,The Visitor,3.0,1.0,0.0,0.0,1,1.0
2007.0,Viva,3.0,1.0,1.0,1.0,0,2.0
2007.0,Waitress,3.0,1.0,1.0,1.0,0,2.0
2007.0,Watching the Detectives,1.0,0.0,0.0,0.0,0,0.0
2007.0,The Water Horse,0.0,0.0,0.0,0.0,0,0.0
2007.0,We Are the Strange,0.0,0.0,0.0,0.0,0,0.0
2007.0,We Own the Night,0.0,0.0,0.0,0.0,0,0.0
2007.0,Welcome to the Quiet Room,3.0,1.0,0.0,0.0,0,0.0
2007.0,Whisper,2.0,0.0,0.0,0.0,0,0.0
2007.0,White Noise 2: The Light,1.0,0.0,0.0,0.0,0,0.0
2007.0,Wild Hogs,1.0,0.0,0.0,0.0,0,0.0
2007.0,Wool 100%,3.0,1.0,1.0,1.0,0,2.0
2007.0,The World Unseen,3.0,1.0,1.0,1.0,1,3.0
2007.0,XXY,3.0,1.0,1.0,1.0,0,2.0
2007.0,Year of the dog,3.0,1.0,0.0,0.0,1,1.0
2007.0,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",3.0,1.0,0.0,0.0,0,0.0
2007.0,Young People Fucking,1.0,0.0,0.0,0.0,0,0.0
2007.0,Zodiac,1.0,0.0,0.0,0.0,1,1.0
2007.0,[Rec],3.0,1.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Family",2.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Haeckel's Tale",0.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Imprint",0.0,0.0,0.0,1.0,0,1.0
2006.0,"""Masters of Horror"" Pelts",1.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Pick Me Up",2.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Pro-Life",3.0,1.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Sounds Like",0.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" The Screwfly Solution",3.0,1.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" The V Word",0.0,0.0,0.0,0.0,0,0.0
2006.0,"""Masters of Horror"" Valerie on the Stairs",3.0,1.0,0.0,0.0,0,0.0
2006.0,300,0.0,0.0,0.0,0.0,0,0.0
2006.0,5ive Girls,3.0,1.0,0.0,0.0,0,0.0
2006.0,A Crime,1.0,0.0,0.0,0.0,0,0.0
2006.0,A Few Days in September,3.0,1.0,0.0,0.0,0,0.0
2006.0,A fost sau n-a fost?,1.0,0.0,0.0,0.0,0,0.0
2006.0,A Guide to Recognizing Your Saints,1.0,0.0,0.0,0.0,1,1.0
2006.0,A Prairie Home Companion,3.0,1.0,0.0,0.0,0,0.0
2006.0,A Scanner Darkly,1.0,0.0,0.0,0.0,0,0.0
2006.0,Accepted,1.0,0.0,0.0,0.0,0,0.0
2006.0,After the Wedding,2.0,0.0,1.0,1.0,1,3.0
2006.0,Akeelah and the Bee,3.0,1.0,0.0,0.0,0,0.0
2006.0,All The King's Men,1.0,0.0,0.0,0.0,0,0.0
2006.0,Altered,0.0,0.0,0.0,0.0,0,0.0
2006.0,Amazing Grace,1.0,0.0,0.0,0.0,1,1.0
2006.0,Another Gay Movie,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Ant Bully,2.0,0.0,0.0,0.0,0,0.0
2006.0,Apocalypto,3.0,1.0,0.0,0.0,0,0.0
2006.0,Aquamarine,3.0,1.0,1.0,1.0,1,3.0
2006.0,The Architect,3.0,1.0,0.0,0.0,0,0.0
2006.0,Art School Confidential,3.0,1.0,0.0,0.0,0,0.0
2006.0,Arthur and the Invisibles,0.0,0.0,0.0,1.0,0,1.0
2006.0,Avenue Montaigne,3.0,1.0,1.0,1.0,0,2.0
2006.0,Babel,3.0,1.0,0.0,0.0,0,0.0
2006.0,Bambi II,1.0,0.0,0.0,0.0,0,0.0
2006.0,Bandidas,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Barbie Diaries,3.0,1.0,0.0,0.0,0,0.0
2006.0,Barbie in the 12 Dancing Princesses,3.0,1.0,0.0,0.0,0,0.0
2006.0,Barnyard,3.0,1.0,0.0,0.0,0,0.0
2006.0,Beerfest,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Big Bad Swim,3.0,1.0,0.0,0.0,0,0.0
2006.0,Black Christmas,3.0,1.0,0.0,0.0,0,0.0
2006.0,Black Dahlia,1.0,0.0,0.0,0.0,0,0.0
2006.0,Black Sheep,1.0,0.0,0.0,0.0,1,1.0
2006.0,Bleach: Memories of Nobody,3.0,1.0,0.0,1.0,0,1.0
2006.0,Blood Diamond,1.0,0.0,0.0,0.0,0,0.0
2006.0,"Bon Cop, Bad Cop",1.0,0.0,0.0,1.0,0,1.0
2006.0,Bonneville,3.0,1.0,0.0,0.0,0,0.0
2006.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.0,0.0,0.0,0.0,0,0.0
2006.0,Bordertown,3.0,1.0,0.0,0.0,1,1.0
2006.0,Brand Upon The Brain!,3.0,1.0,0.0,0.0,0,0.0
2006.0,Brave Story,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Break Up,1.0,0.0,0.0,0.0,0,0.0
2006.0,Bring It On: All or Nothing,3.0,1.0,0.0,0.0,0,0.0
2006.0,Brother Bear 2,3.0,1.0,0.0,0.0,0,0.0
2006.0,Bug,3.0,1.0,0.0,0.0,0,0.0
2006.0,Caffeine,3.0,1.0,0.0,0.0,0,0.0
2006.0,Candy,3.0,1.0,0.0,0.0,1,1.0
2006.0,Cars,1.0,0.0,0.0,0.0,1,1.0
2006.0,Cashback,3.0,1.0,0.0,0.0,0,0.0
2006.0,Casino Royale,1.0,0.0,0.0,0.0,1,1.0
2006.0,Children of Men,3.0,1.0,0.0,0.0,0,0.0
2006.0,Clerks II,3.0,1.0,0.0,0.0,0,0.0
2006.0,Click,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Covenant,3.0,1.0,0.0,0.0,0,0.0
2006.0,Cow Belles,3.0,1.0,1.0,0.0,0,1.0
2006.0,Crank,0.0,0.0,0.0,0.0,0,0.0
2006.0,Curse of the Golden Flower,2.0,0.0,0.0,0.0,0,0.0
2006.0,The Da Vinci Code,1.0,0.0,0.0,0.0,0,0.0
2006.0,Das Leben Der Anderen,0.0,0.0,0.0,0.0,0,0.0
2006.0,Day Night Day Night,3.0,1.0,1.0,1.0,0,2.0
2006.0,Dead & Deader,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Dead Girl,3.0,1.0,1.0,1.0,0,2.0
2006.0,The Departed,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Devil Wears Prada,3.0,1.0,0.0,1.0,1,2.0
2006.0,DOA: Dead or Alive,3.0,1.0,0.0,0.0,0,0.0
2006.0,Dor,3.0,1.0,0.0,0.0,1,1.0
2006.0,Dreamgirls,3.0,1.0,0.0,0.0,0,0.0
2006.0,Dreamland,3.0,1.0,0.0,0.0,0,0.0
2006.0,El laberinto del fauno (Pan's Labyrinth),3.0,1.0,0.0,0.0,1,1.0
2006.0,Elephants Dream,0.0,0.0,0.0,0.0,0,0.0
2006.0,Eragon,1.0,0.0,0.0,0.0,0,0.0
2006.0,Farval Falkenberg,0.0,0.0,0.0,0.0,0,0.0
2006.0,Fast Food Nation,3.0,1.0,0.0,0.0,0,0.0
2006.0,Fay Grim,3.0,1.0,0.0,0.0,0,0.0
2006.0,Fido,2.0,0.0,0.0,0.0,0,0.0
2006.0,Final Destination 3,3.0,1.0,0.0,0.0,0,0.0
2006.0,Five Across the Eyes,3.0,1.0,0.0,0.0,0,0.0
2006.0,Flushed Away,0.0,0.0,0.0,0.0,0,0.0
2006.0,For the Love of a Child,3.0,1.0,0.0,0.0,0,0.0
2006.0,For Your Consideration,3.0,1.0,0.0,0.0,1,1.0
2006.0,The Fountain,3.0,1.0,0.0,0.0,0,0.0
2006.0,Friends with Money,3.0,1.0,1.0,1.0,0,2.0
2006.0,The Gigolos,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Good German,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Good Shepherd,0.0,0.0,0.0,0.0,1,1.0
2006.0,Grandma's Boy,3.0,1.0,0.0,0.0,0,0.0
2006.0,Gray Matters,3.0,1.0,0.0,0.0,0,0.0
2006.0,Grbavica,3.0,1.0,1.0,1.0,1,3.0
2006.0,The Grudge 2,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Guardian,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Gymnast,3.0,1.0,0.0,0.0,0,0.0
2006.0,Half Light,3.0,1.0,0.0,0.0,0,0.0
2006.0,Half Nelson,3.0,1.0,0.0,1.0,1,2.0
2006.0,Happy Feet,3.0,1.0,0.0,0.0,0,0.0
2006.0,"Hello Sister, Goodbye Life",3.0,1.0,0.0,0.0,0,0.0
2006.0,High School Musical,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Hills Have Eyes,3.0,1.0,0.0,0.0,1,1.0
2006.0,The History Boys,1.0,0.0,0.0,0.0,0,0.0
2006.0,Hogfather,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Holiday,3.0,1.0,1.0,1.0,1,3.0
2006.0,Hollywoodland,2.0,0.0,0.0,0.0,0,0.0
2006.0,The Host,3.0,1.0,0.0,0.0,0,0.0
2006.0,Hula Girls,3.0,1.0,0.0,0.0,0,0.0
2006.0,I Do,3.0,1.0,0.0,0.0,0,0.0
2006.0,I Served the King of England,1.0,0.0,0.0,0.0,0,0.0
2006.0,"I'm a Cyborg, But That's OK",3.0,1.0,0.0,1.0,0,1.0
2006.0,I'm Reed Fish,2.0,0.0,0.0,0.0,0,0.0
2006.0,Ice Age: The Meltdown,1.0,0.0,0.0,0.0,1,1.0
2006.0,Idiocracy,1.0,0.0,0.0,0.0,0,0.0
2006.0,Idlewild,3.0,1.0,0.0,0.0,0,0.0
2006.0,Il caimano (The Caiman),3.0,1.0,0.0,1.0,0,1.0
2006.0,The Illusionist,0.0,0.0,0.0,0.0,1,1.0
2006.0,In Paris,1.0,0.0,0.0,0.0,0,0.0
2006.0,Inland Empire,3.0,1.0,0.0,0.0,1,1.0
2006.0,Inside Man,3.0,1.0,0.0,0.0,0,0.0
2006.0,Jackass Number Two,1.0,0.0,0.0,0.0,0,0.0
2006.0,John Tucker Must Die,3.0,1.0,1.0,0.0,0,1.0
2006.0,Kamome Diner,3.0,1.0,1.0,0.0,0,1.0
2006.0,Kidulthood,3.0,1.0,0.0,0.0,0,0.0
2006.0,Lady in the Water,2.0,0.0,0.0,0.0,0,0.0
2006.0,The Lake House,3.0,1.0,0.0,0.0,0,0.0
2006.0,Last Holiday,3.0,1.0,0.0,0.0,0,0.0
2006.0,Letters from Iwo Jima,1.0,0.0,0.0,1.0,0,1.0
2006.0,The Librarian: Return to King Solomon's Mines,1.0,0.0,0.0,0.0,0,0.0
2006.0,Little Children,3.0,1.0,0.0,0.0,0,0.0
2006.0,Little Miss Sunshine,3.0,1.0,1.0,0.0,0,1.0
2006.0,Liu hao chukou (Exit No. 6),3.0,1.0,0.0,0.0,0,0.0
2006.0,London To Brighton,3.0,1.0,0.0,0.0,0,0.0
2006.0,Lonely Hearts,3.0,1.0,0.0,0.0,0,0.0
2006.0,Love & Suicide,3.0,1.0,0.0,0.0,0,0.0
2006.0,Loving Annabelle,3.0,1.0,1.0,0.0,1,2.0
2006.0,Lucky Number Slevin,1.0,0.0,0.0,0.0,0,0.0
2006.0,Madea's Family Reunion,0.0,0.0,0.0,0.0,0,0.0
2006.0,Madeinusa,3.0,1.0,1.0,1.0,1,3.0
2006.0,Man of the Year,1.0,0.0,0.0,0.0,0,0.0
2006.0,Marie Antoinette,3.0,1.0,1.0,1.0,1,3.0
2006.0,Material Girls,3.0,1.0,1.0,0.0,1,2.0
2006.0,Miss Potter,3.0,1.0,0.0,0.0,0,0.0
2006.0,Mission: Impossible III,1.0,0.0,0.0,0.0,1,1.0
2006.0,Monmon the Water Spider,0.0,0.0,0.0,0.0,0,0.0
2006.0,Monster House,3.0,1.0,0.0,0.0,0,0.0
2006.0,Mukhsin,3.0,1.0,1.0,0.0,0,1.0
2006.0,Mulberry Street,1.0,0.0,0.0,0.0,0,0.0
2006.0,Nacho Libre,0.0,0.0,0.0,0.0,0,0.0
2006.0,Night at the Museum,3.0,1.0,0.0,0.0,0,0.0
2006.0,Nina's Heavenly Delights,3.0,1.0,1.0,1.0,0,2.0
2006.0,Notes on a Scandal,3.0,1.0,0.0,0.0,0,0.0
2006.0,Offside,3.0,1.0,0.0,0.0,0,0.0
2006.0,On the Trail of Igor Rizzi,0.0,0.0,0.0,0.0,0,0.0
2006.0,Once,2.0,0.0,0.0,0.0,0,0.0
2006.0,Open Season,1.0,0.0,1.0,0.0,0,1.0
2006.0,The Page Turner,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Painted Veil,3.0,1.0,0.0,0.0,1,1.0
2006.0,Paris je t'aime,3.0,1.0,1.0,1.0,0,2.0
2006.0,Películas para no dormir: La habitación del niño,3.0,1.0,0.0,0.0,0,0.0
2006.0,Peliculas para no dormir: Adivina quien soy,3.0,1.0,0.0,0.0,0,0.0
2006.0,Peliculas para no dormir: La culpa,3.0,1.0,0.0,0.0,0,0.0
2006.0,Peliculas para no dormir: Para entrar a vivir,3.0,1.0,0.0,0.0,0,0.0
2006.0,Peliculas para no dormir: Regreso a Moira,1.0,0.0,0.0,0.0,0,0.0
2006.0,Penelope,3.0,1.0,0.0,1.0,1,2.0
2006.0,Perfume: The Story of a Murderer,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Pink Panther,1.0,0.0,0.0,0.0,0,0.0
2006.0,Pirates of the Caribbean: Dead Man's Chest,2.0,0.0,0.0,0.0,0,0.0
2006.0,Poseidon,2.0,0.0,0.0,0.0,0,0.0
2006.0,Poultrygeist: Night of the Chicken Dead,1.0,0.0,0.0,0.0,1,1.0
2006.0,The Prestige,1.0,0.0,0.0,0.0,1,1.0
2006.0,The Prince & Me II: The Royal Wedding,3.0,1.0,0.0,0.0,0,0.0
2006.0,Puccini for Beginners,3.0,1.0,1.0,1.0,0,2.0
2006.0,The Pursuit of Happyness,0.0,0.0,0.0,0.0,0,0.0
2006.0,The Queen,3.0,1.0,0.0,0.0,1,1.0
2006.0,Quinceanera,3.0,1.0,0.0,0.0,0,0.0
2006.0,Rainbow Song,3.0,1.0,0.0,0.0,0,0.0
2006.0,Rang De Basanti,3.0,1.0,0.0,0.0,0,0.0
2006.0,Red Road,3.0,1.0,1.0,1.0,0,2.0
2006.0,Reprise,1.0,0.0,0.0,0.0,1,1.0
2006.0,Requiem,3.0,1.0,0.0,0.0,0,0.0
2006.0,Return To Halloweentown,3.0,1.0,0.0,1.0,0,1.0
2006.0,Running with Scissors,3.0,1.0,0.0,0.0,0,0.0
2006.0,RV,3.0,1.0,0.0,0.0,0,0.0
2006.0,Saw III,3.0,1.0,0.0,0.0,0,0.0
2006.0,Scary Movie 4,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Science of Sleep,3.0,1.0,0.0,0.0,0,0.0
2006.0,She's the Man,3.0,1.0,0.0,1.0,1,2.0
2006.0,Sherrybaby,3.0,1.0,1.0,1.0,0,2.0
2006.0,Shortbus,3.0,1.0,0.0,0.0,0,0.0
2006.0,Silent Hill,3.0,1.0,0.0,0.0,0,0.0
2006.0,Slither,3.0,1.0,0.0,0.0,0,0.0
2006.0,Smokin' Aces,3.0,1.0,0.0,0.0,0,0.0
2006.0,Snakes on a Plane,3.0,1.0,0.0,0.0,0,0.0
2006.0,Snow cake,3.0,1.0,0.0,0.0,0,0.0
2006.0,Southland Tales,3.0,1.0,0.0,0.0,0,0.0
2006.0,Starter for 10,2.0,0.0,0.0,0.0,0,0.0
2006.0,Step Up,3.0,1.0,1.0,1.0,1,3.0
2006.0,Stick It,3.0,1.0,1.0,1.0,1,3.0
2006.0,Still Life (Sanxia haoren),2.0,0.0,0.0,0.0,0,0.0
2006.0,Stranger Than Fiction,3.0,1.0,0.0,0.0,1,1.0
2006.0,Suburban Mayhem,3.0,1.0,0.0,1.0,1,2.0
2006.0,Superman Returns,1.0,0.0,0.0,0.0,0,0.0
2006.0,Take the Lead,3.0,1.0,1.0,1.0,0,2.0
2006.0,Tekkon kinkurito,0.0,0.0,0.0,0.0,0,0.0
2006.0,Tenacious D in the Pick of Destiny,0.0,0.0,0.0,0.0,0,0.0
2006.0,This Film Is Not Yet Rated,3.0,1.0,0.0,0.0,0,0.0
2006.0,This is England,3.0,1.0,0.0,0.0,1,1.0
2006.0,Times and Winds,3.0,1.0,0.0,0.0,0,0.0
2006.0,Toki wo kakeru sh&#333;jo (The Girl Who Leapt Through Time),3.0,1.0,0.0,1.0,0,1.0
2006.0,U,3.0,1.0,0.0,0.0,0,0.0
2006.0,Ultraviolet,1.0,0.0,0.0,0.0,0,0.0
2006.0,The Unknown Woman,3.0,1.0,0.0,0.0,0,0.0
2006.0,Volver,3.0,1.0,0.0,0.0,0,0.0
2006.0,We Are Marshall,1.0,0.0,0.0,0.0,0,0.0
2006.0,Wendy Wu: Homecoming Warrior,3.0,1.0,0.0,1.0,1,2.0
2006.0,When a Stranger Calls,3.0,1.0,0.0,0.0,0,0.0
2006.0,The Wind That Shakes the Barley,1.0,0.0,0.0,0.0,1,1.0
2006.0,The Woods,3.0,1.0,0.0,0.0,0,0.0
2006.0,Wristcutters: A Love Story,1.0,0.0,0.0,0.0,0,0.0
2006.0,X-Men: The Last Stand,3.0,1.0,0.0,0.0,1,1.0
2006.0,"You, Me and Dupree",1.0,0.0,0.0,0.0,1,1.0
2006.0,The Zombie Diaries,3.0,1.0,0.0,0.0,0,0.0
2006.0,Zoom,3.0,1.0,0.0,0.0,1,1.0
2006.0,Zwartboek,3.0,1.0,0.0,0.0,0,0.0
2005.0,13 Tzameti,1.0,0.0,0.0,0.0,0,0.0
2005.0,20 centimetros,3.0,1.0,0.0,0.0,0,0.0
2005.0,The 40 Year Old Virgin,3.0,1.0,0.0,0.0,1,1.0
2005.0,A Bittersweet Life (Dalkomhan insaeng),2.0,0.0,0.0,0.0,0,0.0
2005.0,A History of Violence,3.0,1.0,0.0,0.0,0,0.0
2005.0,Adam & Steve,3.0,1.0,0.0,0.0,0,0.0
2005.0,Adam's Apples,0.0,0.0,0.0,0.0,1,1.0
2005.0,The Adventures of Sharkboy and Lavagirl 3-D,1.0,0.0,0.0,0.0,1,1.0
2005.0,AEon Flux,3.0,1.0,1.0,0.0,1,2.0
2005.0,All the Invisible Children,3.0,1.0,1.0,1.0,0,2.0
2005.0,The Amityville Horror,3.0,1.0,0.0,0.0,0,0.0
2005.0,Angel-A,0.0,0.0,0.0,0.0,0,0.0
2005.0,Assault on Precinct 13,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Aura,1.0,0.0,0.0,0.0,0,0.0
2005.0,Bad Reputation,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Ballad of Jack and Rose,3.0,1.0,1.0,1.0,1,3.0
2005.0,Barbie and the Magic of Pegasus,3.0,1.0,0.0,0.0,0,0.0
2005.0,Barbie: Fairytopia,3.0,1.0,0.0,0.0,0,0.0
2005.0,Batman Begins,1.0,0.0,0.0,0.0,1,1.0
2005.0,Beauty Shop,3.0,1.0,0.0,1.0,1,2.0
2005.0,Bewitched,3.0,1.0,1.0,1.0,1,3.0
2005.0,BloodRayne,3.0,1.0,0.0,1.0,0,1.0
2005.0,Boogeyman,2.0,0.0,0.0,0.0,0,0.0
2005.0,Boy Eats Girl,2.0,0.0,0.0,0.0,0,0.0
2005.0,Boynton Beach Club,3.0,1.0,1.0,0.0,0,1.0
2005.0,Breakfast on Pluto,2.0,0.0,0.0,0.0,0,0.0
2005.0,Brick,1.0,0.0,0.0,0.0,0,0.0
2005.0,Brokeback Mountain,2.0,0.0,0.0,1.0,1,2.0
2005.0,Broken Flowers,3.0,1.0,0.0,1.0,0,1.0
2005.0,C.R.A.Z.Y.,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Call of Cthulhu,0.0,0.0,0.0,0.0,0,0.0
2005.0,Capote,3.0,1.0,0.0,0.0,0,0.0
2005.0,Casanova,3.0,1.0,0.0,0.0,1,1.0
2005.0,Charlie and the Chocolate Factory,3.0,1.0,0.0,0.0,0,0.0
2005.0,Chicken Little,1.0,0.0,0.0,0.0,0,0.0
2005.0,Chinjeolhan geumjassi,3.0,1.0,0.0,1.0,0,1.0
2005.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3.0,1.0,0.0,1.0,0,1.0
2005.0,Cinderella Man,2.0,0.0,0.0,0.0,1,1.0
2005.0,Coach Carter,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Constant Gardener,3.0,1.0,0.0,0.0,0,0.0
2005.0,Constantine,1.0,0.0,0.0,0.0,1,1.0
2005.0,Conversations with Other Women,0.0,0.0,0.0,1.0,0,1.0
2005.0,Corpse Bride,3.0,1.0,0.0,1.0,1,2.0
2005.0,Cry_Wolf,3.0,1.0,0.0,0.0,0,0.0
2005.0,Cursed,3.0,1.0,0.0,0.0,0,0.0
2005.0,Danny the dog,1.0,0.0,0.0,0.0,0,0.0
2005.0,Dark Water,3.0,1.0,0.0,0.0,0,0.0
2005.0,Dear Wendy,1.0,0.0,0.0,0.0,1,1.0
2005.0,The Descent,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Devil's Rejects,3.0,1.0,0.0,0.0,0,0.0
2005.0,Die Hohle des gelben Hundes,3.0,1.0,1.0,1.0,0,2.0
2005.0,Die You Zombie Bastards!,1.0,0.0,0.0,0.0,0,0.0
2005.0,Domino,3.0,1.0,0.0,0.0,0,0.0
2005.0,Doom,1.0,0.0,0.0,0.0,0,0.0
2005.0,Elektra,3.0,1.0,0.0,0.0,0,0.0
2005.0,Enron: The Smartest Guys in the Room,1.0,0.0,0.0,0.0,0,0.0
2005.0,The Exorcism of Emily Rose,3.0,1.0,0.0,0.0,0,0.0
2005.0,Factotum,1.0,0.0,0.0,0.0,0,0.0
2005.0,Fantastic Four,1.0,0.0,0.0,0.0,0,0.0
2005.0,Final Fantasy VII: Advent Children,3.0,1.0,0.0,0.0,0,0.0
2005.0,Flightplan,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Fog,3.0,1.0,0.0,1.0,1,2.0
2005.0,Four Brothers,1.0,0.0,0.0,0.0,0,0.0
2005.0,Frágiles (Fragile),3.0,1.0,0.0,0.0,0,0.0
2005.0,Free Zone,3.0,1.0,0.0,0.0,0,0.0
2005.0,Fun with Dick and Jane,3.0,1.0,0.0,0.0,0,0.0
2005.0,Funky Forest: The First Contact,3.0,1.0,0.0,0.0,0,0.0
2005.0,Gekijoban XXXHolic Manatsu no yoru no yume,3.0,1.0,0.0,0.0,0,0.0
2005.0,Gespenster,3.0,1.0,0.0,0.0,0,0.0
2005.0,"Good Night, and Good Luck.",1.0,0.0,0.0,0.0,0,0.0
2005.0,Happy Endings,3.0,1.0,0.0,0.0,0,0.0
2005.0,Hard Candy,3.0,1.0,0.0,0.0,0,0.0
2005.0,Harry Potter and the Goblet of Fire,1.0,0.0,0.0,0.0,1,1.0
2005.0,Hate Crime,2.0,0.0,0.0,0.0,0,0.0
2005.0,Herbie Fully Loaded,3.0,1.0,1.0,0.0,1,2.0
2005.0,Hide and Seek,3.0,1.0,0.0,0.0,0,0.0
2005.0,Hitch,2.0,0.0,0.0,0.0,0,0.0
2005.0,The Hitchhiker's Guide to the Galaxy,1.0,0.0,0.0,0.0,0,0.0
2005.0,Hoodwinked!,3.0,1.0,0.0,0.0,1,1.0
2005.0,Hostel,1.0,0.0,0.0,0.0,0,0.0
2005.0,House of the Dead 2,3.0,1.0,0.0,0.0,0,0.0
2005.0,House of Wax,2.0,0.0,0.0,0.0,1,1.0
2005.0,Hustle & Flow,3.0,1.0,0.0,0.0,0,0.0
2005.0,Ice Princess,3.0,1.0,0.0,0.0,1,1.0
2005.0,Imagine Me &amp; You,3.0,1.0,0.0,0.0,0,0.0
2005.0,In Her Shoes,3.0,1.0,0.0,1.0,0,1.0
2005.0,Into Great Silence,0.0,0.0,0.0,0.0,0,0.0
2005.0,The Island,3.0,1.0,0.0,0.0,0,0.0
2005.0,Isolation,1.0,0.0,0.0,0.0,0,0.0
2005.0,The Jacket,2.0,0.0,0.0,1.0,0,1.0
2005.0,Jarhead,0.0,0.0,0.0,0.0,0,0.0
2005.0,Joyeux Noël,0.0,0.0,0.0,0.0,0,0.0
2005.0,Junebug,3.0,1.0,0.0,0.0,0,0.0
2005.0,Just Like Heaven,3.0,1.0,0.0,1.0,1,2.0
2005.0,Keeping Mum,3.0,1.0,0.0,0.0,0,0.0
2005.0,Kids in America,3.0,1.0,0.0,0.0,0,0.0
2005.0,King Kong,0.0,0.0,0.0,1.0,1,2.0
2005.0,Kingdom of Heaven,0.0,0.0,0.0,0.0,0,0.0
2005.0,Kinky Boots,3.0,1.0,0.0,0.0,0,0.0
2005.0,Kiss Kiss Bang Bang,1.0,0.0,0.0,0.0,0,0.0
2005.0,L'empire des loups,3.0,1.0,0.0,0.0,0,0.0
2005.0,Last Order: Final Fantasy VII,0.0,0.0,0.0,0.0,0,0.0
2005.0,Le couperet,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Legend of Zorro,1.0,0.0,0.0,0.0,1,1.0
2005.0,Legion of the Dead,3.0,1.0,0.0,0.0,0,0.0
2005.0,Linda Linda Linda,3.0,1.0,0.0,0.0,0,0.0
2005.0,Little Fish,3.0,1.0,0.0,0.0,0,0.0
2005.0,Little Manhattan,3.0,1.0,1.0,1.0,0,2.0
2005.0,The Longest Yard,1.0,0.0,0.0,0.0,0,0.0
2005.0,Lord of War,2.0,0.0,0.0,0.0,0,0.0
2005.0,Lords of Dogtown,2.0,0.0,1.0,0.0,0,1.0
2005.0,Madagascar,0.0,0.0,0.0,0.0,1,1.0
2005.0,Man of the House,3.0,1.0,0.0,0.0,0,0.0
2005.0,Match Point,3.0,1.0,0.0,0.0,1,1.0
2005.0,Me and You and Everyone We Know,3.0,1.0,1.0,1.0,0,2.0
2005.0,Memoirs of a Geisha,3.0,1.0,0.0,1.0,1,2.0
2005.0,MirrorMask,3.0,1.0,0.0,0.0,1,1.0
2005.0,Miss Congeniality 2: Armed & Fabulous,3.0,1.0,0.0,0.0,1,1.0
2005.0,Monster-in-Law,0.0,0.0,0.0,1.0,0,1.0
2005.0,Mortuary,3.0,1.0,0.0,0.0,0,0.0
2005.0,The Mostly Unfabulous Social Life of Ethan Green,3.0,1.0,0.0,0.0,0,0.0
2005.0,Mr. & Mrs. Smith,2.0,0.0,0.0,0.0,0,0.0
